"PF00334","1ndl","Alpha and beta proteins (a+b)","Ferredoxinlike","Nucleoside diphosphate kinase NDK","Nucleoside diphosphate kinase NDK"
"PF00335","1iv5","All alpha proteins","Tetraspanin","Tetraspanin","Tetraspanin"
"PF00337","1sla","All beta proteins","Concanavalin Alike lectins/glucanases","Concanavalin Alike lectins/glucanases","Galectin (animal Slectin)"
"PF00338","1fjg","Alpha and beta proteins (a/b)","Flavodoxinlike","Ribosomal protein S","Ribosomal protein S"
"PF00339","1cf1","All beta proteins","Immunoglobulin-like beta-sandwich","E set domains","1 Arrestin/Vps26-like"
"PF00343","1abb","Alpha and beta proteins (a/b)","UDPGlycosyltransferase/glycogen phosphorylase","UDPGlycosyltransferase/glycogen phosphorylase","Oligosaccharide phosphorylase"
"PF00345","3dpa","All beta proteins","C2 domain-like","Periplasmic chaperone C-domain","Periplasmic chaperone C-domain"
"PF00347","1rl6","Alpha and beta proteins (a+b)","Ribosomal protein L","Ribosomal protein L","Ribosomal protein L"
"PF00348","1fps","All alpha proteins","8 Terpenoid synthases","1 Terpenoid synthases","1 Isoprenyl diphosphate synthases"
"PF00349","1cza","Alpha and beta proteins (a/b)","Ribonuclease Hlike motif","Actinlike ATPase domain","Hexokinase"
"PF00351","1toh","Alpha and beta proteins (a+b)","Aromatic aminoacid monoxygenases catalytic and oligomerization domains","Aromatic aminoacid monoxygenases catalytic and oligomerization domains","Aromatic aminoacid monoxygenases catalytic and oligomerization domains"
"PF00352","1tbp","Alpha and beta proteins (a+b)","TBPlike","TATAbox binding proteinlike","TATAbox binding protein (TBP) Cterminal domain"
"PF00354","1sac","All beta proteins","Concanavalin Alike lectins/glucanases","Concanavalin Alike lectins/glucanases","Pentraxin (pentaxin)"
"PF00356","1lcc","All alpha proteins","lambda repressorlike DNAbinding domains","lambda repressorlike DNAbinding domains","GalR/LacIlike bacterial regulator"
"PF00358","1gla","All beta proteins","Barrel-sandwich hybrid","Duplicated hybrid motif","Glucose permease-like"
"PF00359","1a6j","Alpha and beta proteins (a+b)","Phoshotransferase/anion transport protein","Phoshotransferase/anion transport protein","IIA domain of mannitolspecific and ntr phosphotransferase EII"
"PF00362","1jv2","All beta proteins","Immunoglobulin-like beta-sandwich","Integrin domains","Integrin domains"
"PF00364","1lab","All beta proteins","Barrel-sandwich hybrid","Single hybrid motif","Biotinyl/lipoyl-carrier proteins and domains"
"PF00367","1iba","Alpha and beta proteins (a+b)","Homing endonucleaselike","Glucose permease domain IIB","Glucose permease domain IIB"
"PF00368","1qax","Alpha and beta proteins (a+b)","Substratebinding domain of HMGCoA reductase","Substratebinding domain of HMGCoA reductase","Substratebinding domain of HMGCoA reductase"
"PF00370","1gla","All beta proteins","Barrel-sandwich hybrid","Duplicated hybrid motif","Glucose permease-like"
"PF00372","1lla","All alpha proteins","Hemocyanin N-terminal domain","Hemocyanin N-terminal domain","Hemocyanin N-terminal domain"
"PF00373","1gc7","Alpha and beta proteins (a+b)","betaGrasp (ubiquitinlike)","Ubiquitinlike","First domain of FERM"
"PF00374","1frv","Multidomain proteins (alpha and beta)","HydB/Nqolike","HydB/Nqolike","Nickeliron hydrogenase large subunit"
"PF00376","1jbg","All alpha proteins","Putative DNA-binding domain","Putative DNA-binding domain","DNA-binding N-terminal domain of transcription activators"
"PF00378","1dub","Alpha and beta proteins (a/b)","ClpP/crotonase","ClpP/crotonase","Crotonaselike"
"PF00380","1n32","All alpha proteins","6 S13-like H2TH domain","1 S13-like H2TH domain","1 Ribosomal protein S13"
"PF00381","1ptf","Alpha and beta proteins (a+b)","HPrlike","HPrlike","HPrlike"
"PF00382","1vol","All alpha proteins","Cyclin-like","Cyclin-like","Transcription factor IIB (TFIIB) core domain"
"PF00383","1ctt","Alpha and beta proteins (a/b)","Cytidine deaminaselike","Cytidine deaminaselike","Cytidine deaminase"
"PF00385","1ap0","All beta proteins","SHlike barrel","Chromo domainlike","Chromo domain"
"PF00386","1c28","All beta proteins","TNFlike","TNFlike","TNFlike"
"PF00387","1qas","All alpha proteins","EF Hand-like","EF-hand","EF-hand modules in multidomain proteins"
"PF00388","1gym","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","PLC-like phosphodiesterases","Bacterial PLC"
"PF00389","2nac","Alpha and beta proteins (a/b)","Flavodoxinlike","Formate/glycerate dehydrogenase catalytic domainlike","Formate/glycerate dehydrogenases substratebinding domain"
"PF00390","1qr6","Alpha and beta proteins (a/b)","NAD(P)binding Rossmannfold domains","NAD(P)binding Rossmannfold domains","Aminoacid dehydrogenaselike Cterminal domain"
"PF00391","1dik","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","Phosphoenolpyruvate/pyruvate domain","Pyruvate phosphate dikinase C-terminal domain"
"PF00392","1e2x","All alpha proteins","DNA/RNA-binding 3-helical bundle","""Winged helix"" DNA-binding domain","GntR-like transcriptional regulators"
"PF00393","2pgd","All alpha proteins","0 6-phosphogluconate dehydrogenase C-terminal domain-like","1 6-phosphogluconate dehydrogenase C-terminal domain-like","1 Hydroxyisobutyrate and 6-phosphogluconate dehydrogenase domain"
"PF00394","1aoz","All beta proteins","Cupredoxin-like","Cupredoxins","Multidomain cupredoxins"
"PF00397","1pin","All beta proteins","WW domain-like","WW domain","WW domain"
"PF00398","1yub","Alpha and beta proteins (a/b)","SadenosylLmethioninedependent methyltransferases","SadenosylLmethioninedependent methyltransferases","rRNA adenine dimethylaselike"
"PF00400","1gp2","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","G proteins"
"PF00401","1aqt","All alpha proteins","Long alpha-hairpin","Epsilon subunit of F1F0-ATP synthase C-terminal domain","Epsilon subunit of F1F0-ATP synthase C-terminal domain"
"PF00403","2hqi","Alpha and beta proteins (a+b)","Ferredoxinlike","HMA heavy metalassociated domain","HMA heavy metalassociated domain"
"PF00404","1daq","All alpha proteins","Type I dockerin domain","Type I dockerin domain","Type I dockerin domain"
"PF00405","1lcf","Alpha and beta proteins (a/b)","Periplasmic binding proteinlike II","Periplasmic binding proteinlike II","Transferrin"
"PF00406","1ake","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Nucleotide and nucleoside kinases"
"PF00407","1btv","Alpha and beta proteins (a+b)","TBPlike","Bet vlike","Pathogenesisrelated protein  (PR)like"
"PF00408","3pmg","Alpha and beta proteins (a/b)","Phosphoglucomutase first  domains","Phosphoglucomutase first  domains","Phosphoglucomutase first  domains"
"PF00410","1sei","Alpha and beta proteins (a+b)","Ribosomal protein S","Ribosomal protein S","Ribosomal protein S"
"PF00411","1fjg","Alpha and beta proteins (a/b)","Flavodoxinlike","Ribosomal protein S","Ribosomal protein S"
"PF00415","1a12","All beta proteins","7-bladed beta-propeller","RCC1/BLIP-II","Regulator of chromosome condensation RCC1"
"PF00416","1fjg","Alpha and beta proteins (a/b)","Flavodoxinlike","Ribosomal protein S","Ribosomal protein S"
"PF00419","1pdk","All beta proteins","Immunoglobulinlike betasandwich","PapDlike","Pilus chaperone"
"PF00423","1usr","All beta proteins","6-bladed beta-propeller","Sialidases","Sialidases (neuraminidases)"
"PF00425","1qdl","Alpha and beta proteins (a/b)","Flavodoxinlike","Class I glutamine amidotransferaselike","Class I glutamine amidotransferases (GAT)"
"PF00431","1sfp","All beta proteins","CUBlike","Spermadhesin CUB domain","Spermadhesin CUB domain"
"PF00432","1sqc","All alpha proteins","2 alpha/alpha toroid","4 Terpenoid cyclases/Protein prenyltransferases","2 Terpene synthases"
"PF00435","1aj3","All alpha proteins","Spectrin repeat-like","Spectrin repeat","Spectrin repeat"
"PF00436","1kaw","All beta proteins","OBfold","Nucleic acidbinding proteins","Single strand DNAbinding domain SSB"
"PF00437","1nlz","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","RecA proteinlike (ATPasedomain)"
"PF00438","1mxa","Alpha and beta proteins (a+b)","Sadenosylmethionine synthetase","Sadenosylmethionine synthetase","Sadenosylmethionine synthetase"
"PF00440","2tct","All alpha proteins","DNA/RNA-binding 3-helical bundle","Homeodomain-like","Tetracyclin repressor-like N-terminal domain"
"PF00441","1buc","All alpha proteins","Bromodomain-like","Acyl-CoA dehydrogenase C-terminal domain-like","Medium chain acyl-CoA dehydrogenase-like C-terminal domain"
"PF00443","1nb8","Alpha and beta proteins (a+b)","Cysteine proteinases","Cysteine proteinases","Ubiquitin carboxylterminal hydrolase UCH"
"PF00445","1bol","Alpha and beta proteins (a+b)","Ribonuclease Rhlike","Ribonuclease Rhlike","Ribonuclease Rhlike"
"PF00447","1hks","All alpha proteins","DNA/RNA-binding 3-helical bundle","""Winged helix"" DNA-binding domain","Heat-shock transcription factor"
"PF00448","1fts","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Nitrogenase iron proteinlike"
"PF00449","2kau","All beta proteins","betaclip","Urease betasubunit","Urease betasubunit"
"PF00450","1whs","Alpha and beta proteins (a/b)","alpha/betaHydrolases","alpha/betaHydrolases","Serine carboxypeptidaselike"
"PF00453","1gyz","All alpha proteins","4 PABP domain-like","2 Ribosomal protein L20","1 Ribosomal protein L20"
"PF00455","1lk5","Alpha and beta proteins (a/b)","NagB/RpiA/CoA transferaselike","NagB/RpiA/CoA transferaselike","Dribosephosphate isomerase (RpiA) catalytic domain"
"PF00456","1tka","Alpha and beta proteins (a/b)","Thiamin diphosphatebinding fold (THDPbinding)","Thiamin diphosphatebinding fold (THDPbinding)","TKlike PP module"
"PF00458","1gtr","Alpha and beta proteins (a/b)","Adenine nucleotide alpha hydrolaselike","Nucleotidylyl transferase","Class I aminoacyltRNA synthetases (RS) catalytic domain"
"PF00459","2hhm","Multidomain proteins (alpha and beta)","Carbohydrate phosphatase","Carbohydrate phosphatase","Inositol monophosphatase/fructosebisphosphataselike"
"PF00462","1kte","Alpha and beta proteins (a/b)","Thioredoxin fold","Thioredoxinlike","Thioltransferase"
"PF00463","1f8m","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","Phosphoenolpyruvate/pyruvate domain","Phosphoenolpyruvate mutase/Isocitrate lyase-like"
"PF00464","1cj0","Alpha and beta proteins (a/b)","PLPdependent transferaselike","PLPdependent transferases","GABAaminotransferaselike"
"PF00465","1jqa","Multidomain proteins (alpha and beta)","Dehydroquinate synthaselike","Dehydroquinate synthaselike","Ironcontaining alcohol dehydrogenase"
"PF00466","1m90","All alpha proteins","Long alphahairpin","Ribosomal protein L (Lp)","Ribosomal protein L (Lp)"
"PF00475","1rhy","Alpha and beta proteins (a+b)","Ribosomal protein S domain like","Ribosomal protein S domain like","Imidazole glycerol phosphate dehydratase"
"PF00476","1kln","Alpha and beta proteins (a/b)","Ribonuclease Hlike motif","Ribonuclease Hlike","DnaQlike  exonuclease"
"PF00478","1ak5","Alpha and beta proteins (a/b)","TIM beta/alphabarrel","Inosine monophosphate dehydrogenase (IMPDH)","Inosine monophosphate dehydrogenase (IMPDH)"
"PF00479","1dpg","Alpha and beta proteins (a/b)","NAD(P)-binding Rossmann-fold domains","NAD(P)-binding Rossmann-fold domains","Glyceraldehyde-3-phosphate dehydrogenase-like N-terminal domain"
"PF00481","1a6q","All alpha proteins","Another helical bundle","Protein serine/threonine phosphatase C Cterminal domain","Protein serine/threonine phosphatase C Cterminal domain"
"PF00483","1fxj","All beta proteins","Single-stranded left-handed beta-helix","Trimeric LpxA-like enzymes","GlmU C-terminal domain-like"
"PF00484","1ddz","Alpha and beta proteins (a/b)","Resolvaselike","betacarbonic anhydrase cab","betacarbonic anhydrase cab"
"PF00486","1opc","All alpha proteins","DNA/RNA-binding 3-helical bundle","C-terminal effector domain of the bipartite response regulators","PhoB-like"
"PF00488","1fw6","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","ABC transporter ATPase domainlike"
"PF00489","1bgc","All alpha proteins","4-helical cytokines","4-helical cytokines","Long-chain cytokines"
"PF00490","1aw5","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","Aldolase","5-aminolaevulinate dehydratase ALAD (porphobilinogen synthase)"
"PF00491","1rla","Alpha and beta proteins (a/b)","Arginase/deacetylase","Arginase/deacetylase","Arginaselike amidino hydrolases"
"PF00494","1ezf","All alpha proteins","8 Terpenoid synthases","1 Terpenoid synthases","2 Squalene synthase"
"PF00496","2olb","Alpha and beta proteins (a/b)","Periplasmic binding proteinlike II","Periplasmic binding proteinlike II","Phosphate binding proteinlike"
"PF00497","2lao","Alpha and beta proteins (a/b)","Periplasmic binding proteinlike II","Periplasmic binding proteinlike II","Phosphate binding proteinlike"
"PF00500","1dzl","All beta proteins","Nucleoplasminlike/VP (viral coat and capsid proteins)","Group I dsDNA viruses","Papovaviridaelike VP"
"PF00501","1lci","Multidomain proteins (alpha and beta)","AcetylCoA synthetaselike","AcetylCoA synthetaselike","AcetylCoA synthetaselike"
"PF00502","1cpc","All alpha proteins","Globinlike","Globinlike","Phycocyaninlike phycobilisome proteins"
"PF00503","1gia","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","G proteins"
"PF00505","1hsm","All alpha proteins","HMG-box","HMG-box","HMG-box"
"PF00506","1hoc","All beta proteins","Immunoglobulin-like beta-sandwich","Immunoglobulin","C1 set domains (antibody constant domain-like)"
"PF00508","2bop","Alpha and beta proteins (a+b)","Ferredoxinlike","Viral DNAbinding domain","Viral DNAbinding domain"
"PF00509","1hgd","All beta proteins","Viral protein domain","Viral protein domain","Influenza hemagglutinin headpiece"
"PF00510","1occ","All alpha proteins","Cytochrome c oxidase subunit h","Cytochrome c oxidase subunit h","Cytochrome c oxidase subunit h"
"PF00511","2bop","Alpha and beta proteins (a+b)","Ferredoxinlike","Viral DNAbinding domain","Viral DNAbinding domain"
"PF00512","1b3q","Alpha and beta proteins (a+b)","ATPase domain of HSP chaperone/DNA topoisomerase II/histidine kinase","ATPase domain of HSP chaperone/DNA topoisomerase II/histidine kinase","Histidine kinase"
"PF00514","3bct","All alpha proteins","8 alpha-alpha superhelix","1 ARM repeat","1 Armadillo repeat"
"PF00515","1a17","All alpha proteins","8 alpha-alpha superhelix","8 TPR-like","1 Tetratricopeptide repeat (TPR)"
"PF00516","1gc1","All beta proteins","Immunoglobulin-like beta-sandwich","Immunoglobulin","V set domains (antibody variable domain-like)"
"PF00519","1f08","Alpha and beta proteins (a+b)","Origin of replicationbinding domain RBDlike","Origin of replicationbinding domain RBDlike","Replication initiation protein E"
"PF00521","1bgw","Multidomain proteins (alpha and beta)","Type II DNA topoisomerase","Type II DNA topoisomerase","Type II DNA topoisomerase"
"PF00530","1by2","Alpha and beta proteins (a+b)","SRCRlike","SRCRlike","Scavenger receptor cysteinerich (SRCR) domain"
"PF00531","1ddf","All alpha proteins","DEATH domain","DEATH domain","DEATH domain DD"
"PF00532","8abp","Alpha and beta proteins (a/b)","Periplasmic binding proteinlike I","Periplasmic binding proteinlike I","Larabinose binding proteinlike"
"PF00533","1cdz","Alpha and beta proteins (a/b)","BRCT domain","BRCT domain","DNArepair protein XRCC"
"PF00535","1qgs","Alpha and beta proteins (a/b)","Nucleotidediphosphosugar transferases","Nucleotidediphosphosugar transferases","Spore coat polysaccharide biosynthesis protein SpsA"
"PF00536","1b0x","All alpha proteins","SAM domainlike","SAM/Pointed domain","SAM (sterile alpha motif) domain"
"PF00538","1hst","All alpha proteins","DNA/RNAbinding helical bundle","""Winged helix"" DNAbinding domain","Linker histone H/H"
"PF00540","2hmx","All alpha proteins","Retroviral matrix proteins","Retroviral matrix proteins","Immunodeficiency virus matrix proteins"
